@relation dataPlaneAddExpStyle1driftSev3Sp2Train

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute class {0,1}

@data
0.332545,0.083319,0.340312,0.626743,0.675037,0.353874,0.567064,0.637246,0.190179,0.342339,3.438564,0
0.388984,0.653282,0.715905,0.210308,0.647896,0.181584,0.886972,0.332305,0.042463,0.670303,3.880124,0
0.649474,0.703224,0.092693,0.890314,0.511619,0.777152,0.594531,0.280849,0.227971,0.505157,0.901027,0
0.710721,0.085663,0.735031,0.658687,0.557574,0.154123,0.340095,0.970037,0.405821,0.634791,4.622875,0
0.333677,0.10851,0.733349,0.404915,0.408581,0.026205,0.423741,0.818203,0.540197,0.088955,0.303457,1
0.040673,0.58689,0.854457,0.864938,0.01768,0.148864,0.965069,0.922449,0.598624,0.067067,0.94354,1
0.616905,0.325135,0.541655,0.599954,0.419412,0.057779,0.085254,0.861412,0.754722,0.604882,1.273295,0
0.055096,0.999215,0.813006,0.193095,0.345999,0.212116,0.039926,0.032752,0.456177,0.968501,2.98382,0
0.813142,0.475546,0.500382,0.92586,0.929799,0.138802,0.837441,0.872195,0.987333,0.099754,2.864733,0
0.512253,0.438944,0.339478,0.610827,0.174839,0.517779,0.309107,0.167988,0.37967,0.115034,1.892957,0
0.98622,0.403044,0.952415,0.245059,0.710088,0.440869,0.690159,0.503469,0.798793,0.311941,3.952726,0
0.693676,0.605979,0.68658,0.357641,0.871544,0.03195,0.97776,0.220517,0.222986,0.728946,1.973097,0
0.368872,0.628708,0.691703,0.454598,0.42591,0.264384,0.499685,0.199987,0.175638,0.953612,1.799933,0
0.293208,0.948498,0.409422,0.153169,0.313616,0.938215,0.584875,0.992544,0.683095,0.784037,1.537393,0
0.793924,0.472678,0.292147,0.113017,0.470174,0.20684,0.362576,0.811946,0.370989,0.204831,2.976415,0
0.921961,0.405691,0.44354,0.580037,0.688753,0.868624,0.963917,0.555049,0.7158,0.446182,4.890729,1
0.697119,0.478035,0.334854,0.890191,0.437451,0.237925,0.805227,0.446936,0.65641,0.284719,1.374412,0
0.946862,0.914299,0.61967,0.787605,0.2724,0.2252,0.935646,0.407132,0.671483,0.611574,3.640854,0
0.367667,0.378196,0.347941,0.840367,0.051761,0.955063,0.735918,0.572781,0.728954,0.523809,3.315704,0
0.405761,0.629431,0.843386,0.785198,0.829864,0.519566,0.345758,0.151272,0.422405,0.36604,0.190882,1
0.630327,0.900632,0.914261,0.976499,0.012175,0.627022,0.357358,0.124076,0.3412,0.544922,2.54571,0
0.149539,0.305479,0.177468,0.710484,0.108224,0.915718,0.477895,0.97403,0.516397,0.092011,2.128151,0
0.568061,0.40838,0.647929,0.742876,0.514062,0.834802,0.512624,0.671035,0.09095,0.595259,2.614944,0
0.872327,0.195425,0.513612,0.280524,0.767223,0.723472,0.389513,0.543623,0.671733,0.80924,4.446518,0
0.526621,0.917803,0.52296,0.380995,0.384623,0.36709,0.683892,0.172826,0.684713,0.975552,0.477814,1
0.122671,0.723925,0.012381,0.086199,0.74434,0.120433,0.113009,0.336186,0.279907,0.39946,3.608436,1
0.395884,0.623561,0.191453,0.758009,0.851223,0.501162,0.024471,0.280463,0.741899,0.089385,1.459287,0
0.24849,0.368726,0.185198,0.621178,0.138929,0.974971,0.341355,0.157325,0.165135,0.428061,2.13132,0
0.21748,0.192085,0.365893,0.563885,0.221681,0.78923,0.592353,0.679925,0.503336,0.565695,3.17425,0
0.923963,0.051534,0.130128,0.061945,0.117296,0.401879,0.388472,0.053762,0.572746,0.149544,1.933699,0
0.934323,0.160545,0.272543,0.637944,0.931126,0.43828,0.168753,0.226593,0.341969,0.470132,2.542857,0
0.561118,0.705099,0.606218,0.711909,0.056679,0.601303,0.095652,0.618211,0.279862,0.633399,2.699541,0
0.235737,0.031348,0.868721,0.594932,0.030098,0.864945,0.133675,0.670423,0.79155,0.576054,3.709246,0
0.261167,0.436965,0.070874,0.177166,0.625066,0.484244,0.689462,0.795173,0.478504,0.216305,2.206435,0
0.709904,0.349477,0.658456,0.668018,0.372634,0.851465,0.568823,0.211405,0.07941,0.644164,2.339115,0
0.701441,0.123232,0.158942,0.340575,0.037529,0.741679,0.401357,0.608413,0.596907,0.20841,3.735725,1
0.264845,0.257385,0.875577,0.816736,0.889278,0.097658,0.331635,0.79525,0.767264,0.412341,1.070437,0
0.168477,0.597694,0.448709,0.457925,0.346696,0.911318,0.513305,0.115003,0.853982,0.876743,2.113457,0
0.175422,0.324368,0.656869,0.9932,0.709323,0.586089,0.399285,0.784185,0.791709,0.25556,1.01419,0
0.099722,0.023982,0.057179,0.01483,0.243275,0.718494,0.720632,0.667264,0.701272,0.280194,1.079351,0
0.128813,0.956005,0.583948,0.411495,0.992948,0.484398,0.27884,0.466994,0.766168,0.988402,0.400432,1
0.013578,0.201885,0.086626,0.921778,0.321334,0.664309,0.033771,0.589062,0.365894,0.586504,1.829443,0
0.488611,0.091234,0.377241,0.295384,0.524636,0.553882,0.090576,0.314003,0.451132,0.175261,3.035734,0
0.315279,0.892598,0.88732,0.194466,0.397302,0.45797,0.108389,0.695011,0.045682,0.780442,4.46298,0
0.860593,0.99292,0.005127,0.16777,0.708273,0.949389,0.388318,0.457434,0.09537,0.884354,1.666626,0
0.198216,0.421113,0.644516,0.377906,0.462158,0.482288,0.806064,0.519906,0.067084,0.483614,0.461501,0
0.28928,0.937276,0.802226,0.020512,0.745962,0.38665,0.429281,0.917733,0.346664,0.382975,3.301515,0
0.710912,0.300876,0.82608,0.925941,0.287471,0.525062,0.715104,0.745181,0.251075,0.825644,2.953499,0
0.890147,0.703651,0.254909,0.250218,0.410567,0.40023,0.671409,0.371666,0.591009,0.083288,4.068731,0
0.632819,0.793355,0.914348,0.454563,0.84423,0.981356,0.645323,0.946232,0.316252,0.250007,4.314878,0
0.030856,0.601727,0.229317,0.128264,0.730594,0.100796,0.081904,0.563442,0.775626,0.948364,0.775924,0
0.192512,0.557058,0.482067,0.104716,0.959147,0.375243,0.700773,0.884409,0.264413,0.985796,1.375419,0
0.333411,0.630606,0.598637,0.286189,0.983701,0.054716,0.611528,0.958768,0.019252,0.574577,4.560607,0
0.026024,0.393113,0.045887,0.224467,0.62242,0.005047,0.818073,0.359019,0.03355,0.879817,0.417531,1
0.488892,0.805064,0.718578,0.136548,0.957743,0.793742,0.427461,0.333394,0.348966,0.079793,0.365324,1
0.000053,0.89291,0.146249,0.011209,0.393551,0.414116,0.053568,0.320264,0.675548,0.926942,0.562489,0
0.752021,0.213889,0.836338,0.33209,0.437942,0.495058,0.433229,0.286065,0.891595,0.030878,4.874129,0
0.898753,0.345184,0.499683,0.180538,0.304235,0.274387,0.614409,0.366623,0.83492,0.503551,0.871739,0
0.262047,0.226369,0.582212,0.242859,0.73421,0.872342,0.455316,0.488943,0.666458,0.162154,1.625622,0
0.367213,0.754194,0.732386,0.204988,0.236299,0.480108,0.177271,0.389208,0.417069,0.685138,0.607051,1
0.541489,0.806495,0.768228,0.605733,0.552317,0.78413,0.871305,0.017061,0.750132,0.468257,4.992801,0
0.79999,0.426829,0.715977,0.423278,0.031991,0.672445,0.777668,0.262595,0.431956,0.880147,3.120843,0
0.402932,0.081702,0.162173,0.636739,0.675786,0.935702,0.346038,0.865313,0.315262,0.608547,4.274188,0
0.254903,0.149414,0.203856,0.20368,0.25771,0.329648,0.396689,0.148631,0.036193,0.295112,4.744275,0
0.40759,0.371691,0.010573,0.692572,0.059464,0.407742,0.912185,0.097368,0.469394,0.102837,1.911881,0
0.596782,0.109104,0.708542,0.471246,0.239249,0.055649,0.299392,0.876648,0.820328,0.260216,2.231537,1
0.087509,0.761779,0.224473,0.71841,0.316018,0.31735,0.702887,0.423717,0.414237,0.085724,3.823221,0
0.375482,0.726946,0.789528,0.599547,0.583712,0.454396,0.040348,0.121838,0.726988,0.491319,2.965048,0
0.712954,0.611726,0.278526,0.192076,0.217724,0.29048,0.101721,0.624933,0.243014,0.34461,4.273308,0
0.298875,0.195295,0.318057,0.590203,0.539372,0.226013,0.5981,0.266205,0.104412,0.853622,4.153425,0
0.324444,0.929499,0.089854,0.179554,0.766741,0.614226,0.299555,0.622663,0.089441,0.232798,3.210725,0
0.529798,0.314609,0.62783,0.945023,0.008045,0.20967,0.92631,0.487936,0.732332,0.298429,3.440737,0
0.693217,0.89789,0.829029,0.49868,0.319064,0.505796,0.921615,0.589587,0.188584,0.529691,2.562075,0
0.158279,0.196271,0.724867,0.832377,0.756556,0.430071,0.196249,0.356464,0.085613,0.902829,4.255303,0
0.77685,0.509645,0.601439,0.382877,0.010645,0.912852,0.299853,0.633973,0.182105,0.632258,1.833835,0
0.252353,0.290166,0.813083,0.490746,0.968962,0.352563,0.525049,0.504551,0.984066,0.201092,3.805722,1
0.553712,0.231157,0.062341,0.757431,0.139012,0.367588,0.04384,0.812751,0.91096,0.497519,4.0246,0
0.289445,0.700939,0.689051,0.883096,0.197847,0.21906,0.735075,0.4067,0.413214,0.888397,1.425517,0
0.73152,0.649014,0.97103,0.098755,0.766961,0.316733,0.327908,0.144092,0.752501,0.290241,0.364861,1
0.443881,0.313729,0.8508,0.394928,0.554366,0.226384,0.843214,0.896556,0.4161,0.395592,3.54958,0
0.558848,0.557364,0.621597,0.180963,0.4406,0.164976,0.748978,0.068316,0.181613,0.372175,0.745091,1
0.550017,0.143881,0.213675,0.243189,0.281251,0.98968,0.55029,0.732396,0.371948,0.331934,4.042233,0
0.560535,0.912684,0.473391,0.287936,0.342415,0.971715,0.610045,0.018047,0.315198,0.536045,1.554819,0
0.368365,0.111286,0.379943,0.693664,0.404638,0.745443,0.655122,0.63825,0.062,0.033733,4.753599,0
0.74928,0.149609,0.485178,0.394426,0.12312,0.277209,0.052482,0.071887,0.19721,0.51063,0.782241,1
0.424607,0.37021,0.115808,0.37841,0.935384,0.000158,0.663744,0.543883,0.049436,0.865651,4.965447,1
0.853863,0.870352,0.00071,0.928209,0.400598,0.849584,0.959315,0.210376,0.790679,0.934796,0.546513,1
0.048618,0.116168,0.433813,0.089751,0.438837,0.526515,0.14528,0.713163,0.132019,0.844095,3.551969,0
0.588413,0.461101,0.724772,0.246261,0.913797,0.188659,0.784563,0.149828,0.160034,0.699773,0.45473,1
0.529353,0.843275,0.919909,0.902664,0.080706,0.425216,0.60451,0.003691,0.034479,0.494746,1.00369,0
0.80397,0.330124,0.394878,0.717375,0.917631,0.632032,0.558197,0.623895,0.80541,0.523435,1.858512,0
0.203242,0.889841,0.551286,0.456689,0.576036,0.434617,0.613756,0.394437,0.301295,0.866494,0.816238,0
0.70079,0.176137,0.335466,0.174181,0.458751,0.232185,0.334277,0.186706,0.968511,0.757228,3.662061,0
0.651467,0.204037,0.252529,0.249997,0.694568,0.600731,0.486404,0.995778,0.042849,0.166823,3.973723,0
0.270927,0.463382,0.053891,0.750661,0.353691,0.480195,0.634384,0.094604,0.015956,0.1667,3.628358,0
0.3628,0.573142,0.801214,0.010572,0.675683,0.200917,0.811456,0.145201,0.38567,0.95547,2.902776,1
0.392317,0.675138,0.041834,0.111059,0.570716,0.016032,0.449035,0.929183,0.783631,0.479958,3.23765,0
0.035333,0.84196,0.827046,0.16896,0.706815,0.434063,0.2892,0.590585,0.963483,0.257117,1.79556,0
0.595341,0.90313,0.903577,0.415968,0.171126,0.119005,0.124936,0.806318,0.788009,0.06831,0.452336,1
0.483095,0.369436,0.110581,0.536634,0.214991,0.361589,0.222759,0.903738,0.116824,0.467201,1.244395,0
0.909513,0.181647,0.946333,0.024232,0.267664,0.63486,0.083746,0.527017,0.568386,0.863039,0.466077,1
0.672628,0.851357,0.755821,0.088168,0.839708,0.965154,0.338975,0.149051,0.096752,0.110685,1.451367,0
0.624105,0.334922,0.040518,0.99309,0.863787,0.660267,0.108258,0.496576,0.949455,0.489832,3.059443,0
0.010837,0.138521,0.125388,0.389937,0.668577,0.780227,0.271249,0.879104,0.098682,0.543934,4.532898,0
0.884208,0.887976,0.216311,0.538193,0.410796,0.254576,0.664389,0.391951,0.525279,0.357903,1.358737,0
0.259502,0.446848,0.166888,0.881342,0.714357,0.195104,0.120907,0.088368,0.209202,0.060621,4.269724,1
0.248998,0.908242,0.828134,0.455937,0.929523,0.495824,0.307701,0.526014,0.713869,0.001694,2.367879,0
0.387773,0.303392,0.105308,0.919696,0.334372,0.793882,0.779457,0.332562,0.371603,0.534738,1.743932,0
0.052647,0.835064,0.928692,0.525684,0.172025,0.225448,0.100535,0.688008,0.355347,0.324429,3.369997,0
0.907222,0.688206,0.674534,0.894994,0.157958,0.804122,0.871894,0.922333,0.657864,0.720976,2.238631,0
0.933141,0.303903,0.699507,0.617159,0.583517,0.172948,0.744997,0.166742,0.441025,0.311249,0.832034,0
0.799223,0.534373,0.202191,0.219973,0.083172,0.874583,0.120438,0.195859,0.795211,0.117848,3.348782,0
0.595662,0.297831,0.637868,0.653346,0.789761,0.510219,0.254154,0.566185,0.879617,0.722261,0.171267,1
0.698104,0.03587,0.861726,0.023277,0.213104,0.645454,0.150904,0.248097,0.758058,0.687838,2.480504,0
0.966597,0.603615,0.961276,0.169526,0.220197,0.850129,0.116621,0.051695,0.842755,0.190854,3.387873,0
0.996254,0.045727,0.526702,0.283771,0.339275,0.200299,0.426749,0.364105,0.506519,0.057872,3.296036,1
0.294448,0.785463,0.274263,0.541008,0.718099,0.094938,0.617351,0.813976,0.499609,0.931418,1.73548,0
0.642543,0.218753,0.584463,0.072945,0.994624,0.650077,0.83849,0.501405,0.116637,0.312212,1.705547,0
0.025214,0.764516,0.219286,0.540162,0.500842,0.653601,0.078736,0.322726,0.060402,0.176882,4.249973,0
0.859715,0.236653,0.424783,0.335011,0.523788,0.297774,0.69566,0.950569,0.220627,0.079487,4.696046,0
0.288703,0.225316,0.877862,0.219251,0.955055,0.604263,0.844109,0.936224,0.11129,0.452673,0.371644,1
0.244897,0.981119,0.661059,0.425968,0.247618,0.723547,0.652219,0.850362,0.034416,0.421524,2.776939,0
0.401743,0.096184,0.556379,0.063113,0.736455,0.592272,0.321361,0.121768,0.549026,0.47575,4.623777,0
0.364298,0.749289,0.293474,0.4128,0.931459,0.029845,0.604567,0.960245,0.846022,0.088436,1.68581,0
0.681261,0.959795,0.281961,0.9208,0.882946,0.667159,0.949112,0.731722,0.051942,0.995928,2.798304,0
0.220272,0.109861,0.439001,0.284356,0.16799,0.405388,0.348206,0.29768,0.110554,0.076186,2.261508,1
0.833668,0.459547,0.608859,0.091015,0.691295,0.600991,0.864068,0.3945,0.368608,0.200814,0.417283,1
0.653881,0.775372,0.675542,0.836673,0.955649,0.600235,0.143268,0.899022,0.856835,0.825339,2.347066,0
0.428484,0.538203,0.578633,0.082443,0.620524,0.14403,0.718685,0.937654,0.143542,0.513355,4.791354,0
0.656041,0.083394,0.598456,0.246952,0.519818,0.573132,0.629848,0.859162,0.941548,0.597628,1.700129,0
0.814857,0.296753,0.533629,0.706453,0.356668,0.513649,0.900952,0.293841,0.579783,0.420071,0.668008,1
0.44227,0.224145,0.210869,0.069897,0.762436,0.26665,0.594474,0.331471,0.03658,0.801549,3.129762,0
0.380987,0.241565,0.987861,0.974208,0.507064,0.232381,0.620585,0.167023,0.154511,0.864923,3.80468,0
0.051724,0.332475,0.904871,0.1694,0.110959,0.890073,0.459868,0.006541,0.941204,0.814302,4.826632,0
0.239599,0.947168,0.052475,0.939879,0.549338,0.71566,0.104673,0.239614,0.185614,0.614266,4.836152,0
0.242907,0.535083,0.134203,0.547936,0.156943,0.737863,0.255691,0.400702,0.59369,0.155403,4.282136,1
0.972578,0.113653,0.163976,0.941341,0.118322,0.637853,0.401611,0.876805,0.465031,0.772661,0.539971,1
0.057389,0.53218,0.350635,0.12921,0.638872,0.517403,0.995669,0.212747,0.633519,0.557413,2.206889,0
0.23812,0.075679,0.931694,0.986028,0.167247,0.916983,0.735808,0.730344,0.892096,0.45249,0.00492,1
0.539333,0.571541,0.882104,0.526742,0.94578,0.726161,0.587688,0.265458,0.546416,0.607213,2.10412,0
0.789013,0.939528,0.653452,0.564492,0.413672,0.583831,0.446051,0.776674,0.56423,0.01256,0.489477,1
0.326746,0.626888,0.104875,0.627884,0.840235,0.826404,0.368844,0.163,0.53562,0.159901,2.249048,0
0.949922,0.333302,0.810099,0.330661,0.420983,0.459214,0.002087,0.077278,0.816501,0.939732,0.395112,1
0.128211,0.840775,0.911973,0.534797,0.336693,0.804569,0.383675,0.417544,0.668528,0.952197,2.866316,0
0.836016,0.914724,0.770216,0.024666,0.563813,0.000932,0.656573,0.029803,0.890998,0.002412,2.653853,0
0.662657,0.284291,0.077448,0.666912,0.791401,0.070998,0.258158,0.865244,0.161389,0.46629,4.698825,1
0.631353,0.144534,0.175179,0.227734,0.517043,0.94335,0.884269,0.903338,0.402793,0.750273,4.221558,0
0.344889,0.553387,0.77228,0.718186,0.55641,0.589295,0.285027,0.449294,0.287031,0.128673,3.065205,0
0.379387,0.3574,0.820255,0.022068,0.905148,0.814327,0.393609,0.38198,0.937214,0.763644,2.80706,0
0.652891,0.138194,0.618574,0.37683,0.384959,0.998452,0.989359,0.159542,0.424687,0.715257,1.658078,0
0.464688,0.005707,0.910347,0.208465,0.678671,0.418541,0.425254,0.248879,0.904402,0.287472,2.68029,0
0.525696,0.370658,0.654511,0.363612,0.228357,0.987833,0.508578,0.666359,0.493737,0.230986,0.901166,0
0.17772,0.945481,0.704606,0.312059,0.778631,0.448771,0.492344,0.827692,0.022357,0.759891,2.467695,0
0.908598,0.810713,0.651185,0.460678,0.619118,0.509953,0.774512,0.230084,0.01651,0.477051,3.94219,0
0.276952,0.73253,0.632814,0.705097,0.562712,0.493345,0.646693,0.965219,0.442579,0.424095,3.7942,0
0.824438,0.331188,0.277928,0.143299,0.433109,0.258573,0.843736,0.671716,0.5303,0.750996,4.986663,1
0.168452,0.165851,0.456635,0.667457,0.949716,0.880692,0.783322,0.287169,0.456635,0.659662,4.690396,0
0.297791,0.96779,0.651001,0.373285,0.803224,0.788821,0.71857,0.013666,0.682932,0.034579,0.808697,1
0.354999,0.470782,0.432273,0.218145,0.367185,0.279751,0.780131,0.654751,0.406652,0.597409,3.262182,0
0.497528,0.959068,0.05772,0.103365,0.26205,0.266604,0.817981,0.809821,0.654539,0.82871,0.622462,1
0.345315,0.709968,0.424977,0.581303,0.951394,0.073762,0.72523,0.940208,0.082565,0.668802,2.781271,0
0.965583,0.55693,0.321082,0.416805,0.240003,0.735416,0.142247,0.749717,0.493162,0.575633,3.343449,0
0.669755,0.570978,0.427647,0.458682,0.07083,0.441894,0.912946,0.875434,0.426868,0.378753,3.504334,0
0.468701,0.458867,0.171168,0.821289,0.40528,0.538695,0.840297,0.870825,0.955134,0.937641,4.685374,0
