1,2,3,4,5,6,7,8,9,10,11,class
0.367667,0.378196,0.347941,0.840367,0.051761,0.955063,0.735918,0.572781,0.728954,0.523809,3.315704,0.0
0.405761,0.629431,0.843386,0.785198,0.829864,0.519566,0.345758,0.151272,0.422405,0.366040,0.190882,1.0
0.630327,0.900632,0.914261,0.976499,0.012175,0.627022,0.357358,0.124076,0.341200,0.544922,2.545710,0.0
0.149539,0.305479,0.177468,0.710484,0.108224,0.915718,0.477895,0.974030,0.516397,0.092011,2.128151,0.0
0.568061,0.408380,0.647929,0.742876,0.514062,0.834802,0.512624,0.671035,0.090950,0.595259,2.614944,0.0
0.872327,0.195425,0.513612,0.280524,0.767223,0.723472,0.389513,0.543623,0.671733,0.809240,4.446518,0.0
0.526621,0.917803,0.522960,0.380995,0.384623,0.367090,0.683892,0.172826,0.684713,0.975552,0.477814,1.0
0.122671,0.723925,0.012381,0.086199,0.744340,0.120433,0.113009,0.336186,0.279907,0.399460,3.608436,1.0
0.395884,0.623561,0.191453,0.758009,0.851223,0.501162,0.024471,0.280463,0.741899,0.089385,1.459287,1.0
0.248490,0.368726,0.185198,0.621178,0.138929,0.974971,0.341355,0.157325,0.165135,0.428061,2.131320,1.0
0.217480,0.192085,0.365893,0.563885,0.221681,0.789230,0.592353,0.679925,0.503336,0.565695,3.174250,1.0
0.923963,0.051534,0.130128,0.061945,0.117296,0.401879,0.388472,0.053762,0.572746,0.149544,1.933699,1.0
0.934323,0.160545,0.272543,0.637944,0.931126,0.438280,0.168753,0.226593,0.341969,0.470132,2.542857,1.0
0.561118,0.705099,0.606218,0.711909,0.056679,0.601303,0.095652,0.618211,0.279862,0.633399,2.699541,1.0
0.235737,0.031348,0.868721,0.594932,0.030098,0.864945,0.133675,0.670423,0.791550,0.576054,3.709246,1.0
0.261167,0.436965,0.070874,0.177166,0.625066,0.484244,0.689462,0.795173,0.478504,0.216305,2.206435,1.0
0.709904,0.349477,0.658456,0.668018,0.372634,0.851465,0.568823,0.211405,0.079410,0.644164,2.339115,1.0
0.701441,0.123232,0.158942,0.340575,0.037529,0.741679,0.401357,0.608413,0.596907,0.208410,3.735725,1.0
0.264845,0.257385,0.875577,0.816736,0.889278,0.097658,0.331635,0.795250,0.767264,0.412341,1.070437,1.0
0.168477,0.597694,0.448709,0.457925,0.346696,0.911318,0.513305,0.115003,0.853982,0.876743,2.113457,1.0
0.175422,0.324368,0.656869,0.993200,0.709323,0.586089,0.399285,0.784185,0.791709,0.255560,1.014190,1.0
0.099722,0.023982,0.057179,0.014830,0.243275,0.718494,0.720632,0.667264,0.701272,0.280194,1.079351,1.0
0.128813,0.956005,0.583948,0.411495,0.992948,0.484398,0.278840,0.466994,0.766168,0.988402,0.400432,1.0
0.013578,0.201885,0.086626,0.921778,0.321334,0.664309,0.033771,0.589062,0.365894,0.586504,1.829443,1.0
0.488611,0.091234,0.377241,0.295384,0.524636,0.553882,0.090576,0.314003,0.451132,0.175261,3.035734,1.0
0.315279,0.892598,0.887320,0.194466,0.397302,0.457970,0.108389,0.695011,0.045682,0.780442,4.462980,1.0
0.860593,0.992920,0.005127,0.167770,0.708273,0.949389,0.388318,0.457434,0.095370,0.884354,1.666626,1.0
0.198216,0.421113,0.644516,0.377906,0.462158,0.482288,0.806064,0.519906,0.067084,0.483614,0.461501,1.0
0.289280,0.937276,0.802226,0.020512,0.745962,0.386650,0.429281,0.917733,0.346664,0.382975,3.301515,1.0
0.710912,0.300876,0.826080,0.925941,0.287471,0.525062,0.715104,0.745181,0.251075,0.825644,2.953499,1.0
0.890147,0.703651,0.254909,0.250218,0.410567,0.400230,0.671409,0.371666,0.591009,0.083288,4.068731,1.0
0.632819,0.793355,0.914348,0.454563,0.844230,0.981356,0.645323,0.946232,0.316252,0.250007,4.314878,1.0
0.030856,0.601727,0.229317,0.128264,0.730594,0.100796,0.081904,0.563442,0.775626,0.948364,0.775924,1.0
0.192512,0.557058,0.482067,0.104716,0.959147,0.375243,0.700773,0.884409,0.264413,0.985796,1.375419,1.0
0.333411,0.630606,0.598637,0.286189,0.983701,0.054716,0.611528,0.958768,0.019252,0.574577,4.560607,0.0
0.026024,0.393113,0.045887,0.224467,0.622420,0.005047,0.818073,0.359019,0.033550,0.879817,0.417531,1.0
0.488892,0.805064,0.718578,0.136548,0.957743,0.793742,0.427461,0.333394,0.348966,0.079793,0.365324,1.0
0.000053,0.892910,0.146249,0.011209,0.393551,0.414116,0.053568,0.320264,0.675548,0.926942,0.562489,1.0
0.752021,0.213889,0.836338,0.332090,0.437942,0.495058,0.433229,0.286065,0.891595,0.030878,4.874129,0.0
0.898753,0.345184,0.499683,0.180538,0.304235,0.274387,0.614409,0.366623,0.834920,0.503551,0.871739,1.0
0.262047,0.226369,0.582212,0.242859,0.734210,0.872342,0.455316,0.488943,0.666458,0.162154,1.625622,1.0
0.367213,0.754194,0.732386,0.204988,0.236299,0.480108,0.177271,0.389208,0.417069,0.685138,0.607051,1.0
0.541489,0.806495,0.768228,0.605733,0.552317,0.784130,0.871305,0.017061,0.750132,0.468257,4.992801,0.0
0.799990,0.426829,0.715977,0.423278,0.031991,0.672445,0.777668,0.262595,0.431956,0.880147,3.120843,1.0
0.402932,0.081702,0.162173,0.636739,0.675786,0.935702,0.346038,0.865313,0.315262,0.608547,4.274188,1.0
0.254903,0.149414,0.203856,0.203680,0.257710,0.329648,0.396689,0.148631,0.036193,0.295112,4.744275,0.0
0.407590,0.371691,0.010573,0.692572,0.059464,0.407742,0.912185,0.097368,0.469394,0.102837,1.911881,1.0
0.596782,0.109104,0.708542,0.471246,0.239249,0.055649,0.299392,0.876648,0.820328,0.260216,2.231537,1.0
0.087509,0.761779,0.224473,0.718410,0.316018,0.317350,0.702887,0.423717,0.414237,0.085724,3.823221,1.0
0.375482,0.726946,0.789528,0.599547,0.583712,0.454396,0.040348,0.121838,0.726988,0.491319,2.965048,1.0
0.712954,0.611726,0.278526,0.192076,0.217724,0.290480,0.101721,0.624933,0.243014,0.344610,4.273308,1.0
0.298875,0.195295,0.318057,0.590203,0.539372,0.226013,0.598100,0.266205,0.104412,0.853622,4.153425,1.0
0.324444,0.929499,0.089854,0.179554,0.766741,0.614226,0.299555,0.622663,0.089441,0.232798,3.210725,1.0
0.529798,0.314609,0.627830,0.945023,0.008045,0.209670,0.926310,0.487936,0.732332,0.298429,3.440737,1.0
0.693217,0.897890,0.829029,0.498680,0.319064,0.505796,0.921615,0.589587,0.188584,0.529691,2.562075,1.0
0.158279,0.196271,0.724867,0.832377,0.756556,0.430071,0.196249,0.356464,0.085613,0.902829,4.255303,1.0
0.776850,0.509645,0.601439,0.382877,0.010645,0.912852,0.299853,0.633973,0.182105,0.632258,1.833835,1.0
0.252353,0.290166,0.813083,0.490746,0.968962,0.352563,0.525049,0.504551,0.984066,0.201092,3.805722,1.0
0.553712,0.231157,0.062341,0.757431,0.139012,0.367588,0.043840,0.812751,0.910960,0.497519,4.024600,1.0
0.289445,0.700939,0.689051,0.883096,0.197847,0.219060,0.735075,0.406700,0.413214,0.888397,1.425517,1.0
0.731520,0.649014,0.971030,0.098755,0.766961,0.316733,0.327908,0.144092,0.752501,0.290241,0.364861,1.0
0.443881,0.313729,0.850800,0.394928,0.554366,0.226384,0.843214,0.896556,0.416100,0.395592,3.549580,1.0
0.558848,0.557364,0.621597,0.180963,0.440600,0.164976,0.748978,0.068316,0.181613,0.372175,0.745091,1.0
0.550017,0.143881,0.213675,0.243189,0.281251,0.989680,0.550290,0.732396,0.371948,0.331934,4.042233,1.0
0.560535,0.912684,0.473391,0.287936,0.342415,0.971715,0.610045,0.018047,0.315198,0.536045,1.554819,1.0
0.368365,0.111286,0.379943,0.693664,0.404638,0.745443,0.655122,0.638250,0.062000,0.033733,4.753599,0.0
0.749280,0.149609,0.485178,0.394426,0.123120,0.277209,0.052482,0.071887,0.197210,0.510630,0.782241,1.0
0.424607,0.370210,0.115808,0.378410,0.935384,0.000158,0.663744,0.543883,0.049436,0.865651,4.965447,0.0
0.853863,0.870352,0.000710,0.928209,0.400598,0.849584,0.959315,0.210376,0.790679,0.934796,0.546513,1.0
0.048618,0.116168,0.433813,0.089751,0.438837,0.526515,0.145280,0.713163,0.132019,0.844095,3.551969,1.0
0.588413,0.461101,0.724772,0.246261,0.913797,0.188659,0.784563,0.149828,0.160034,0.699773,0.454730,1.0
0.529353,0.843275,0.919909,0.902664,0.080706,0.425216,0.604510,0.003691,0.034479,0.494746,1.003690,1.0
0.803970,0.330124,0.394878,0.717375,0.917631,0.632032,0.558197,0.623895,0.805410,0.523435,1.858512,1.0
0.203242,0.889841,0.551286,0.456689,0.576036,0.434617,0.613756,0.394437,0.301295,0.866494,0.816238,1.0
0.700790,0.176137,0.335466,0.174181,0.458751,0.232185,0.334277,0.186706,0.968511,0.757228,3.662061,1.0
0.651467,0.204037,0.252529,0.249997,0.694568,0.600731,0.486404,0.995778,0.042849,0.166823,3.973723,1.0
0.270927,0.463382,0.053891,0.750661,0.353691,0.480195,0.634384,0.094604,0.015956,0.166700,3.628358,1.0
0.362800,0.573142,0.801214,0.010572,0.675683,0.200917,0.811456,0.145201,0.385670,0.955470,2.902776,1.0
0.392317,0.675138,0.041834,0.111059,0.570716,0.016032,0.449035,0.929183,0.783631,0.479958,3.237650,1.0
0.035333,0.841960,0.827046,0.168960,0.706815,0.434063,0.289200,0.590585,0.963483,0.257117,1.795560,1.0
0.595341,0.903130,0.903577,0.415968,0.171126,0.119005,0.124936,0.806318,0.788009,0.068310,0.452336,1.0
0.483095,0.369436,0.110581,0.536634,0.214991,0.361589,0.222759,0.903738,0.116824,0.467201,1.244395,1.0
0.909513,0.181647,0.946333,0.024232,0.267664,0.634860,0.083746,0.527017,0.568386,0.863039,0.466077,1.0
0.672628,0.851357,0.755821,0.088168,0.839708,0.965154,0.338975,0.149051,0.096752,0.110685,1.451367,1.0
0.624105,0.334922,0.040518,0.993090,0.863787,0.660267,0.108258,0.496576,0.949455,0.489832,3.059443,1.0
0.010837,0.138521,0.125388,0.389937,0.668577,0.780227,0.271249,0.879104,0.098682,0.543934,4.532898,0.0
0.884208,0.887976,0.216311,0.538193,0.410796,0.254576,0.664389,0.391951,0.525279,0.357903,1.358737,1.0
0.259502,0.446848,0.166888,0.881342,0.714357,0.195104,0.120907,0.088368,0.209202,0.060621,4.269724,1.0
0.248998,0.908242,0.828134,0.455937,0.929523,0.495824,0.307701,0.526014,0.713869,0.001694,2.367879,1.0
0.387773,0.303392,0.105308,0.919696,0.334372,0.793882,0.779457,0.332562,0.371603,0.534738,1.743932,1.0
0.052647,0.835064,0.928692,0.525684,0.172025,0.225448,0.100535,0.688008,0.355347,0.324429,3.369997,1.0
0.907222,0.688206,0.674534,0.894994,0.157958,0.804122,0.871894,0.922333,0.657864,0.720976,2.238631,1.0
0.933141,0.303903,0.699507,0.617159,0.583517,0.172948,0.744997,0.166742,0.441025,0.311249,0.832034,1.0
0.799223,0.534373,0.202191,0.219973,0.083172,0.874583,0.120438,0.195859,0.795211,0.117848,3.348782,1.0
0.595662,0.297831,0.637868,0.653346,0.789761,0.510219,0.254154,0.566185,0.879617,0.722261,0.171267,1.0
0.698104,0.035870,0.861726,0.023277,0.213104,0.645454,0.150904,0.248097,0.758058,0.687838,2.480504,1.0
0.966597,0.603615,0.961276,0.169526,0.220197,0.850129,0.116621,0.051695,0.842755,0.190854,3.387873,1.0
0.996254,0.045727,0.526702,0.283771,0.339275,0.200299,0.426749,0.364105,0.506519,0.057872,3.296036,1.0
0.294448,0.785463,0.274263,0.541008,0.718099,0.094938,0.617351,0.813976,0.499609,0.931418,1.735480,1.0
0.642543,0.218753,0.584463,0.072945,0.994624,0.650077,0.838490,0.501405,0.116637,0.312212,1.705547,1.0
0.025214,0.764516,0.219286,0.540162,0.500842,0.653601,0.078736,0.322726,0.060402,0.176882,4.249973,1.0
0.859715,0.236653,0.424783,0.335011,0.523788,0.297774,0.695660,0.950569,0.220627,0.079487,4.696046,0.0
0.288703,0.225316,0.877862,0.219251,0.955055,0.604263,0.844109,0.936224,0.111290,0.452673,0.371644,1.0
0.244897,0.981119,0.661059,0.425968,0.247618,0.723547,0.652219,0.850362,0.034416,0.421524,2.776939,1.0
0.401743,0.096184,0.556379,0.063113,0.736455,0.592272,0.321361,0.121768,0.549026,0.475750,4.623777,0.0
0.364298,0.749289,0.293474,0.412800,0.931459,0.029845,0.604567,0.960245,0.846022,0.088436,1.685810,1.0
0.681261,0.959795,0.281961,0.920800,0.882946,0.667159,0.949112,0.731722,0.051942,0.995928,2.798304,1.0
